geo\time	1994_1996 	1997_1999 	1998_2000 	1999_2001 	2000_2002 	2001_2003 	2002_2004 	2003_2005 	2004_2006 	2005_2007 	2006_2008 	2007_2009 
SE33	8.9 	9.1 	8.0 	8.6 	9.7 	9.9 	9.4 	7.8 	6.6 	6.4 	7.2 	10.9 
SK01	: 	14.2 	6.8 	: 	: 	: 	12.0 	11.4 	12.8 	11.9 	12.0 	: 
SK02	: 	12.6 	6.5 	: 	: 	: 	14.1 	13.3 	13.2 	13.7 	14.0 	: 
SK03	: 	14.0 	7.0 	: 	: 	: 	15.3 	15.3 	14.5 	15.0 	14.6 	: 
SK04	: 	11.3 	6.0 	: 	: 	: 	14.5 	15.4 	14.4 	14.4 	13.9 	: 
UKC1	7.5 	4.8 	4.1 	3.8 	4.4 	5.1 	6.5 	6.3 	6.2 	4.9 	: 	: 
UKC2	4.8 	4.5 	3.9 	3.5 	3.1 	3.7 	4.3 	4.6 	4.4 	3.9 	: 	: 
UKD1	7.9 	9.7 	9.4 	9.3 	8.5 	7.4 	7.0 	6.8 	7.2 	8.6 	: 	: 
UKD2	6.4 	5.8 	6.0 	6.5 	6.2 	5.9 	6.1 	6.4 	6.8 	6.1 	: 	: 
UKD3	5.1 	4.7 	4.4 	4.5 	4.6 	4.6 	4.3 	4.4 	4.2 	4.3 	: 	: 
UKD4	6.3 	5.4 	5.1 	4.6 	5.2 	5.2 	5.4 	5.0 	4.8 	4.5 	: 	: 
UKD5	4.9 	4.6 	4.9 	5.0 	4.8 	4.8 	4.7 	4.7 	4.2 	4.0 	: 	: 
UKE1	6.9 	8.1 	6.8 	6.5 	5.7 	7.0 	6.8 	7.6 	7.8 	7.7 	: 	: 
UKE2	8.9 	8.5 	7.4 	7.4 	8.1 	8.7 	8.8 	7.9 	7.5 	7.1 	: 	: 
UKE3	5.6 	4.8 	5.2 	4.8 	4.7 	5.0 	5.6 	5.4 	4.6 	4.1 	: 	: 
UKE4	6.1 	5.3 	5.2 	5.3 	6.3 	6.3 	6.1 	5.4 	5.4 	5.5 	: 	: 
UKF1	7.2 	7.0 	6.8 	6.5 	6.3 	6.1 	6.2 	6.0 	5.7 	5.3 	: 	: 
UKF2	7.5 	8.5 	8.2 	7.2 	6.7 	6.6 	6.6 	6.2 	6.2 	6.7 	: 	: 
UKF3	12.4 	11.7 	11.9 	11.3 	10.8 	10.9 	11.4 	11.0 	10.4 	8.9 	: 	: 
UKG1	7.4 	7.8 	7.4 	7.2 	7.4 	8.1 	7.9 	7.9 	7.2 	6.8 	: 	: 
UKG2	7.1 	6.2 	6.4 	6.7 	7.1 	7.7 	7.7 	7.3 	7.0 	6.8 	: 	: 
UKG3	4.6 	4.7 	4.1 	4.0 	3.9 	4.2 	4.7 	4.5 	4.4 	4.3 	: 	: 
UKH1	8.5 	7.2 	7.9 	8.2 	8.7 	8.5 	8.5 	7.7 	7.8 	7.4 	: 	: 
UKH2	6.2 	6.1 	5.6 	5.1 	5.1 	5.2 	5.6 	5.1 	4.8 	4.8 	: 	: 
UKH3	5.5 	5.9 	5.7 	6.3 	5.9 	6.3 	5.8 	6.2 	5.7 	5.3 	: 	: 
UKI1	: 	3.3 	3.3 	4.0 	4.3 	4.6 	4.1 	3.6 	2.9 	2.9 	: 	: 
UKI2	: 	4.3 	3.9 	4.1 	4.0 	4.1 	4.1 	3.8 	3.7 	3.4 	: 	: 
UKJ1	6.4 	7.0 	6.8 	6.7 	6.3 	6.3 	6.2 	6.0 	6.0 	5.7 	: 	: 
UKJ2	6.3 	5.4 	5.4 	5.3 	5.7 	5.8 	6.0 	6.1 	5.8 	5.6 	: 	: 
UKJ3	5.0 	4.6 	4.8 	4.8 	5.0 	5.2 	5.2 	5.2 	4.6 	4.5 	: 	: 
UKJ4	5.9 	6.7 	6.6 	6.1 	6.3 	5.8 	6.3 	5.7 	5.9 	5.5 	: 	: 
UKK1	7.3 	5.8 	5.4 	5.3 	5.7 	5.7 	5.4 	5.4 	5.5 	5.6 	: 	: 
UKK2	8.6 	6.2 	5.7 	5.7 	6.1 	6.8 	7.0 	6.8 	6.3 	5.7 	: 	: 
UKK3	: 	7.0 	6.9 	6.4 	7.1 	7.4 	7.7 	8.0 	7.2 	7.4 	: 	: 
UKK4	: 	4.7 	4.5 	4.6 	4.9 	4.8 	4.8 	4.3 	4.5 	4.7 	: 	: 
UKL1	: 	6.2 	6.1 	6.0 	5.6 	5.7 	5.6 	6.6 	6.5 	6.6 	: 	: 
UKL2	: 	6.0 	5.7 	5.1 	4.7 	5.1 	5.5 	5.5 	5.5 	5.2 	: 	: 
